STATE_ABBR,AMA_SITE_CODE,AQS_POC,PROGRAM,YEAR,QUARTER,SAMPLE_DATE,SAMPLE_START_TIME,AQS_PARAMETER_CODE,AQS_PARAMETER_NAME,DATA_SOURCE,DURATION_DESC,SAMPLE_VALUE_REPORTED,AQS_UNIT_CODE,UNIT_DESC,SAMPLING_FREQUENCY_CODE,COMMENT,SAMPLE_VALUE_STD_FINAL_UG_M3,SAMPLE_VALUE_STD_FINAL_TYPE,AQS_PARAMETER_CODE_FINAL,AQS_PARAMETER_NAME_FINAL,ALTERNATE_MDL,MDL_STD_UG_M3,MDL_TYPE,AQS_NULL_DATA_CODE,AQS_QUALIFIER_01,AQS_QUALIFIER_02,AQS_QUALIFIER_03,AQS_QUALIFIER_04,AQS_QUALIFIER_05,AQS_QUALIFIER_06,AQS_QUALIFIER_07,AQS_QUALIFIER_08,AQS_QUALIFIER_09,AQS_QUALIFIER_10,AQS_METHOD_CODE,SAMPLE_COLLECTION_DESC,SAMPLE_ANALYSIS_DESC,SAMPLE_VALUE_FLAG,BELOW_MDL_FLAG,CENSUS_TRACT_ID,CENSUS_TRACT_POPULATION_2010,MONITOR_LATITUDE,MONITOR_LONGITUDE
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,4,21-Oct-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0.00175,105,UG/CU METER (LC),3,,0.00175,L,88110,Cadmium (PM2.5),,0.01,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,,Y,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,3,03-Sep-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.017,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,3,06-Sep-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.019,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,3,09-Sep-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.019,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,3,12-Sep-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.01,ENTITY_ENTERED,,5,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,3,15-Sep-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.01,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,3,18-Sep-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.019,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,3,21-Sep-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0.00642,105,UG/CU METER (LC),3,,0.00642,L,88110,Cadmium (PM2.5),,0.013,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,,Y,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,3,27-Sep-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.01,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,3,30-Sep-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.019,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,4,03-Oct-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.019,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,4,06-Oct-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.01,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,4,05-Dec-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.01,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,4,18-Oct-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.01,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,3,22-Aug-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0.00327,105,UG/CU METER (LC),3,,0.00327,L,88110,Cadmium (PM2.5),,0.013,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,,Y,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,4,24-Oct-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.01,ENTITY_ENTERED,,5,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,4,27-Oct-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0.0105,105,UG/CU METER (LC),3,,0.0105,L,88110,Cadmium (PM2.5),,0.01,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,4,30-Oct-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.017,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,4,02-Nov-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.019,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,4,08-Nov-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.017,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,4,11-Nov-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.019,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,4,14-Nov-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.017,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,4,17-Nov-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0.00233,105,UG/CU METER (LC),3,,0.00233,L,88110,Cadmium (PM2.5),,0.017,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,,Y,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,4,20-Nov-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.01,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,4,26-Nov-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.019,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,4,29-Nov-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.017,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,2,18-May-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.013,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,4,15-Oct-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.019,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,3,11-Jul-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.017,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2006,2,08-Apr-06,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0.00257,105,UG/CU METER (LC),3,,0.00257,L,88110,Cadmium (PM2.5),,0.017,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,,Y,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,2,27-May-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.019,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,2,30-May-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.017,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,2,02-Jun-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.017,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,2,05-Jun-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.019,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,2,11-Jun-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0.00058,105,UG/CU METER (LC),3,,0.00058,L,88110,Cadmium (PM2.5),,0.017,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,,Y,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,2,14-Jun-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.019,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,2,17-Jun-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.017,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,2,20-Jun-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.019,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,2,23-Jun-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.019,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,2,26-Jun-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.019,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,2,29-Jun-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.017,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,3,28-Aug-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.017,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,3,08-Jul-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.019,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,3,25-Aug-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.017,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,3,14-Jul-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.019,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,3,17-Jul-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.01,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,3,23-Jul-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.017,ENTITY_ENTERED,,5,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,3,26-Jul-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.013,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,3,29-Jul-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,,105,UG/CU METER (LC),3,,,L,88110,Cadmium (PM2.5),,0.01,MIN_OF_ALT_MDL,AG,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,3,01-Aug-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.01,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,3,04-Aug-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.01,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,3,07-Aug-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.01,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,3,10-Aug-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.017,ENTITY_ENTERED,,5,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,3,16-Aug-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.01,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,3,19-Aug-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0.00409,105,UG/CU METER (LC),3,,0.00409,L,88110,Cadmium (PM2.5),,0.01,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,,Y,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,4,08-Dec-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.01,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,3,05-Jul-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.019,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2008,2,09-May-08,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.017,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2008,1,22-Mar-08,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.019,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2008,1,28-Mar-08,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0.0175,105,UG/CU METER (LC),3,,0.0175,L,88110,Cadmium (PM2.5),,0.01,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2008,2,03-Apr-08,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.017,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2008,2,06-Apr-08,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.019,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2008,2,09-Apr-08,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.017,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2008,2,12-Apr-08,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.017,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2008,2,15-Apr-08,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.017,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2008,2,21-Apr-08,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.017,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2008,2,24-Apr-08,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.017,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2008,2,27-Apr-08,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.019,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2008,2,30-Apr-08,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.019,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2007,4,02-Dec-07,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.01,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
NJ,340230006,5,PM2.5 SPECIATION NETWORK,2008,2,06-May-08,00:00,88110,Cadmium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88110,Cadmium (PM2.5),,0.017,ENTITY_ENTERED,,,,,,,,,,,,811,Met One SASS Teflon,Energy dispersive XRF,ND,,34023006206,1841,40.472825,-74.422403
